annotation_id,query_id,job_id,query_text,job_title,company,system_relevance_grade,annotator_1_grade,annotator_2_grade,adjudicated_grade,guideline
20260607_sbert_final_validation-ann-0340,sbert-v2-profile-04885,sbert-v2-job-65c031add15d1d4acb89,"Mahasiswa atau early-career candidate untuk Software Development di domain software development. Memiliki minat pada machine_learning it_support business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Public Funding Program Specialist (f/m/d),blacksemiconductor,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0341,sbert-v2-profile-04886,sbert-v2-job-9782f9eca038fc8d474c,"Mahasiswa atau early-career candidate untuk Business Analysis di domain software development. Memiliki minat pada business_analysis machine_learning qa_testing data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Program Manager,billups,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0342,sbert-v2-profile-04887,sbert-v2-job-1d7d2a461521c9e75a88,"Mahasiswa atau early-career candidate untuk Backend di domain data ai. Memiliki minat pada machine_learning cybersecurity product_design business_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Science Community Lead,bio,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0343,sbert-v2-profile-04888,sbert-v2-job-777ba0a83d1278d4cd2b,"Mahasiswa atau early-career candidate untuk Business Analysis di domain data ai. Memiliki minat pada machine_learning business_analysis digital_marketing qa_testing, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Marketing Manager: Growth & Demand Generation,charthop,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0344,sbert-v2-profile-04889,sbert-v2-job-83906ea4975b588d3dbf,"Mahasiswa atau early-career candidate untuk Digital Marketing di domain data ai. Memiliki minat pada it_support data_analysis digital_marketing machine_learning, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",(Junior) Account Executive DACH,amboss,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0345,sbert-v2-profile-04890,sbert-v2-job-a21678d0d612178dd522,"Mahasiswa atau early-career candidate untuk Digital Marketing di domain digital marketing. Memiliki minat pada digital_marketing, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Marketing Specialist, Japan（リモート）",cambly,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0346,sbert-v2-profile-04891,sbert-v2-job-bfc1289aa5e2e8c5088f,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain ui ux product. Memiliki minat pada product_design qa_testing, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",UX/Product Researcher (6 months Contract),bounce,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0347,sbert-v2-profile-04892,sbert-v2-job-c9549c5710eacd626d51,"Mahasiswa atau early-career candidate untuk Cloud Devops di domain digital marketing. Memiliki minat pada cloud cybersecurity digital_marketing, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Manager Infrastructure & Security (m/w/d),blacksemiconductor,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0348,sbert-v2-profile-04893,sbert-v2-job-b6b572c99336402dab73,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain digital marketing. Memiliki minat pada digital_marketing machine_learning, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Talent Acquisition Specialist - Teilzeit (m/w/d),buildlinx,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0349,sbert-v2-profile-04894,sbert-v2-job-7613438d7b8064a5c492,"Mahasiswa atau early-career candidate untuk Digital Marketing di domain software development. Memiliki minat pada machine_learning, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Working Student - Customer Support DACH,amboss,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0350,sbert-v2-profile-04895,sbert-v2-job-f0b856ff4fbf2ba82876,"Mahasiswa atau early-career candidate untuk Cloud Devops di domain ui ux product. Memiliki minat pada cloud it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Carrier Sales Representative,cloudtrucks,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0351,sbert-v2-profile-04896,sbert-v2-job-cb8df31db59df48d4c0d,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",E-commerce Lead,bio,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0352,sbert-v2-profile-04897,sbert-v2-job-61c321fc13e302817701,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Spacecraft, Teamcenter Administrator",apex-technology-inc,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0353,sbert-v2-profile-04898,sbert-v2-job-84b9787e2cb9779c81e3,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Account Executive - France 🇫🇷 (Retail industry),alan,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0354,sbert-v2-profile-04899,sbert-v2-job-df8b572d96a8738dc6cf,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Software Engineer, iOS/Mobile - Health Wearable",beaconai,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0355,sbert-v2-profile-04900,sbert-v2-job-ddab03ba41c721d3807c,"Mahasiswa atau early-career candidate untuk Machine Learning di domain software development. Memiliki minat pada machine_learning cloud data_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Founding AI Engineer,coverbase,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0356,sbert-v2-profile-04901,sbert-v2-job-1c9eae5936f9f7742f2a,"Mahasiswa atau early-career candidate untuk Cloud Devops di domain software development. Memiliki minat pada cloud machine_learning business_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Director, Business Development - Commercial Space",anysignal,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0357,sbert-v2-profile-04902,sbert-v2-job-c7a8274283befb57c61f,"Mahasiswa atau early-career candidate untuk Frontend di domain software development. Memiliki minat pada frontend machine_learning javascript data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Software Engineer,candidhealth,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0358,sbert-v2-profile-04903,sbert-v2-job-1c0cdb99af912058507d,"Mahasiswa atau early-career candidate untuk Data Analysis di domain data ai. Memiliki minat pada data_analysis machine_learning business_analysis digital_marketing, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Senior Deployment Strategist, LATAM",chainalysis-careers,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0359,sbert-v2-profile-04904,sbert-v2-job-f0565914eecc9778ce6f,"Mahasiswa atau early-career candidate untuk Qa Testing di domain software development. Memiliki minat pada qa_testing machine_learning business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Product Launch Process Engineer Site,aro.homes,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0360,sbert-v2-profile-04905,sbert-v2-job-79294af272a1c8caa8c9,"Mahasiswa atau early-career candidate untuk Cloud Devops di domain data ai. Memiliki minat pada cloud machine_learning business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Internships - General Interest,anysignal,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0361,sbert-v2-profile-04906,sbert-v2-job-f0f5564fd8204b53f156,"Mahasiswa atau early-career candidate untuk Machine Learning di domain data ai. Memiliki minat pada machine_learning data_analysis cloud business_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Full-Stack Data Scientist,bounce,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0362,sbert-v2-profile-04907,sbert-v2-job-7d1e73f3d11d13c28ad0,"Mahasiswa atau early-career candidate untuk Qa Testing di domain data ai. Memiliki minat pada machine_learning qa_testing business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Head of Business Development,boam,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0363,sbert-v2-profile-04908,sbert-v2-job-cf494340293a8cf78300,"Mahasiswa atau early-career candidate untuk Data Ai di domain data ai. Memiliki minat pada machine_learning data_analysis sql digital_marketing, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Expression of Interest,coefficientgiving,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0364,sbert-v2-profile-04909,sbert-v2-job-65c031add15d1d4acb89,"Mahasiswa atau early-career candidate untuk Software Development di domain software development. Memiliki minat pada machine_learning it_support business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Public Funding Program Specialist (f/m/d),blacksemiconductor,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0365,sbert-v2-profile-05400,sbert-v2-job-3d1291d1fee895a01994,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Founding Marketer, EMEA",claylabs,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0366,sbert-v2-profile-05400,sbert-v2-job-46842d8ba4cf3de0f724,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Head of Sales,anyvan,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0367,sbert-v2-profile-05400,sbert-v2-job-7cbbfebd4f1ed5bd6db3,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",People Operations Specialist,attio,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0368,sbert-v2-profile-05400,sbert-v2-job-5010c454e8f1dfcd73cd,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Senior Software Engineer, Data",camber,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0369,sbert-v2-profile-05400,sbert-v2-job-ee4dbe3f6117d5a42759,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Project Manager,blockstream,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0370,sbert-v2-profile-05400,sbert-v2-job-c431469df758c542a4cc,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Technical Sourcer (Contract),cape,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0371,sbert-v2-profile-05400,sbert-v2-job-b7be6b4922ebae75f5cf,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Radar System Engineer,42dot,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0372,sbert-v2-profile-05400,sbert-v2-job-1bdbd16b49444240aca7,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Client Engagement Supervisor,ValonVM,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0373,sbert-v2-profile-05400,sbert-v2-job-e6df9a5a228dd41f60a3,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Staff Data Engineer,artisan,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0374,sbert-v2-profile-05400,sbert-v2-job-8b13b2e54e9215afc149,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Frontend Engineer,airops,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0375,sbert-v2-profile-05400,sbert-v2-job-fbb2d7fd54d9fd8657e9,"Mahasiswa atau early-career candidate untuk Backend di domain software development. Memiliki minat pada machine_learning backend business_analysis data_analysis, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Mobile Dog Bather - Orange County, CA",barkbus,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0376,sbert-v2-profile-05401,sbert-v2-job-46d97c8ee3c6254ece68,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Project Manager,42dot,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0377,sbert-v2-profile-05401,sbert-v2-job-4e4b68af7dc54086cb80,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Electrophysiology Technician,compass-surgical-partners,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0378,sbert-v2-profile-05401,sbert-v2-job-aff7720d04286d027279,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Immigration Paralegal,barnes,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0379,sbert-v2-profile-05401,sbert-v2-job-72ab97c39e9550becea6,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Strategic Growth Executive,ambiencehealthcare,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0380,sbert-v2-profile-05401,sbert-v2-job-967b2589b67b6997e516,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Licensed Clinical Professional Counselor (LCPC) - Remote,bravehealth,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0381,sbert-v2-profile-05401,sbert-v2-job-ef7c78170657343103f8,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Investor Reporting Associate,ValonVM,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0382,sbert-v2-profile-05401,sbert-v2-job-2dd15410801546fcea81,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Robotics Engineer,9-mothers,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0383,sbert-v2-profile-05401,sbert-v2-job-c6ea35d4d6ce7ce5c4f9,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Circuit Design Intern - Fall,atomicsemi,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0384,sbert-v2-profile-05401,sbert-v2-job-99033fb1b62097732368,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Compliance Lead,allica-bank,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0385,sbert-v2-profile-05401,sbert-v2-job-9462d26693d47d816298,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Technical Engagement Manager, Federal",cognition,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0386,sbert-v2-profile-05401,sbert-v2-job-1a42b2c8fee33bf02e51,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain software development. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Learning and Development Trainer,billups,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0387,sbert-v2-profile-05402,sbert-v2-job-ccc7ba87a9d6bd063705,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Clinician Onboarding Manager,array-behavioral-care,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0388,sbert-v2-profile-05402,sbert-v2-job-8aa3a9b7228aba9fd0df,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Product Analyst,airapps,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0389,sbert-v2-profile-05402,sbert-v2-job-902b923ef74306d75707,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",RCM - Billing Lead,candidhealth,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0390,sbert-v2-profile-05402,sbert-v2-job-56bc9c2801dbf1def682,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Privacy, Information Governance & eDiscovery Analyst",chainalysis-careers,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0391,sbert-v2-profile-05402,sbert-v2-job-e0542e06a659c1ee02f8,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Category Manager,addi,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0392,sbert-v2-profile-05402,sbert-v2-job-7c6e10094f0813529aae,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Laboratory Manager,Foresight Diagnostics Inc.,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0393,sbert-v2-profile-05402,sbert-v2-job-798d74695a4024753fab,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Performance Marketing Manager DACH (part-time - 20h/week),amboss,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0394,sbert-v2-profile-05402,sbert-v2-job-8bd2798dd624ff2ad657,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",2027 2L Summer Associate,barnes,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0395,sbert-v2-profile-05402,sbert-v2-job-c0f979b43e2fa82fbf69,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.","Vice President Key Accounts, North America",betterup,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0396,sbert-v2-profile-05402,sbert-v2-job-4d5d9e78f4456e1e3cf3,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Korean-Speaking Labor and Employment Staff Attorney,barnes,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0397,sbert-v2-profile-05402,sbert-v2-job-3f3e8b93a2f5923b4a8c,"Mahasiswa atau early-career candidate untuk Ui Ux Product di domain data ai. Memiliki minat pada machine_learning business_analysis data_analysis it_support, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Head of Solutions Engineering,claylabs,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0398,sbert-v2-profile-05403,sbert-v2-job-9f45d649e7c611e610c5,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Fleet Quality Technician,cocodelivery,3,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0399,sbert-v2-profile-05403,sbert-v2-job-daf63a1676fa62e5899d,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Account Development Representative - Future Openings Talent Pool,camunda,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0400,sbert-v2-profile-05403,sbert-v2-job-ff832ecf2abbfaff9f0b,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Leasing Sourcing Manager (m/w/d),carwow,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0401,sbert-v2-profile-05403,sbert-v2-job-eed5d78422a560f10542,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",ML Research Engineer - Training,achira,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0402,sbert-v2-profile-05403,sbert-v2-job-fe879cd3616cb6f14dfa,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Frontend Engineer,citadel-ai,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0403,sbert-v2-profile-05403,sbert-v2-job-e9d42886e644abc3b757,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Senior Product Manager (Legals),9fin,0,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0404,sbert-v2-profile-05403,sbert-v2-job-e44f20d9561c9d2e33d3,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Mid-Market Sales Manager,coderabbit,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0405,sbert-v2-profile-05403,sbert-v2-job-4bff327f3f983f14cfea,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",(Senior) Marketing Manager (all genders),avelios-medical,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
20260607_sbert_final_validation-ann-0406,sbert-v2-profile-05403,sbert-v2-job-7d75658047aadb0aeefa,"Mahasiswa atau early-career candidate untuk Data Analysis di domain software development. Memiliki minat pada data_analysis machine_learning business_analysis cybersecurity, pengalaman proyek digital, dan mencari lowongan yang sesuai skill inti.",Brand Designer,Peec,1,,,,"grade 0=irrelevant, 1=marginal, 2=relevant, 3=highly relevant"
